Title,Estado,Edad,Tematica,Inicio_evento,Fin_evento,Lugar,Created
9591,confirmado,3,Spiderman,2024-06-23T20:00:00Z,2024-06-23T23:00:00Z,Salón,2024-04-26T22:36:45Z
9593,confirmado,3,Peppa Pig y George,2024-08-31T22:00:00Z,2024-09-01T01:00:00Z,Salón,2024-04-27T20:11:14Z
9595,confirmado,1,zenon,2024-06-08T18:00:00Z,2024-06-08T21:00:00Z,Salón,2024-04-28T14:14:39Z
9600,confirmado,1,bluey,2024-05-25T12:43:00Z,2024-05-25T03:00:00Z,SUM,2024-04-29T12:45:02Z
9601,finalizado,5,Barbie Sirena,2024-05-17T19:45:00Z,2024-05-17T03:00:00Z,SUM,2024-04-29T12:47:28Z
9605,confirmado,3,Cars,2024-05-15T20:00:00Z,2024-05-15T23:00:00Z,Salón,2024-04-29T16:14:23Z
9607,confirmado,9,Stich,2024-08-03T15:50:00Z,2024-08-03T03:00:00Z,SUM,2024-04-30T12:53:11Z
9609,finalizado,1,nn,2024-05-12T16:00:00Z,2024-05-12T03:00:00Z,Salón,2024-04-30T13:39:12Z
9616,confirmado,7,MOANA (GRANDE NO BEBE),2024-07-27T14:37:00Z,2024-07-27T03:00:00Z,SUM,2024-04-30T14:45:40Z
9608,confirmado,1,Estado confirmado Boceto Cargar boceto  Lugar Casa Homenajeado  Solicitar nombre   Edad  seguro No Tematica  Inicio Evento  10  : 23  Fin Evento  00  : 00  9608 Cliente  Hola Noe! Filtro: estado Número de elementos en Galería: 1 Mostrando el elemento 1 El,2024-10-13T16:00:00Z,2024-10-13T03:00:00Z,Casa,2024-04-30T16:16:16Z
9617,finalizado,7,nn,2024-06-01T18:00:00Z,2024-06-01T03:00:00Z,Casa,2024-04-30T16:19:59Z
9619,confirmado,2,plim plim,2024-05-19T16:00:00Z,2024-05-19T03:00:00Z,Salón,2024-04-30T16:34:01Z
9622,confirmado,1,unicornio,2024-11-24T15:00:00Z,2024-11-24T03:00:00Z,Quinta,2024-04-30T17:00:22Z
9625,confirmado,5,Tortugas ninjas,2024-09-28T20:00:00Z,2024-09-28T22:30:00Z,Salón,2024-05-01T13:20:04Z
9626,finalizado,2,"Pelicula Ponyo o mi vecino totoro,( no esta decidido )",2024-05-18T17:00:00Z,2024-05-18T22:00:00Z,Casa,2024-05-01T21:09:52Z
9627,confirmado,5,Batman,2024-09-02T19:30:00Z,2024-09-02T22:00:00Z,Salón,2024-05-02T03:14:51Z
9629,confirmado,1,Margaritas,2024-06-23T19:00:00Z,2024-06-23T03:00:00Z,Salón,2024-05-02T16:13:18Z
9630,confirmado,1,animales,2024-08-31T16:00:00Z,2024-08-31T20:00:00Z,SUM,2024-05-02T16:18:20Z
9631,confirmado,1,Donas /Sprinkles ,2024-09-28T23:00:00Z,2024-09-28T03:00:00Z,Otro,2024-05-02T16:21:55Z
9632,confirmado,0,Baby shower,2024-05-19T17:00:00Z,2024-05-19T21:00:00Z,Casa,2024-05-02T16:29:12Z
9633,confirmado,1,Plim plim,2024-05-19T15:00:00Z,2024-05-19T18:00:00Z,Casa,2024-05-02T16:31:19Z
9634,finalizado,4,"ROZEN ELSA, ANA Y OLAF",2024-05-18T16:00:00Z,2024-05-18T20:00:00Z,SUM,2024-05-02T16:34:37Z
9618,confirmado,1,Safari,2024-06-01T23:30:00Z,2024-06-01T03:30:00Z,Otro,2024-05-02T18:01:08Z
9638,confirmado,1,Mickey Mouse clásic,2024-05-19T22:00:00Z,2024-05-19T03:00:00Z,Salón,2024-05-03T14:46:21Z
9628,completado,4,Dinosaurios parque jurásico,2024-06-06T21:00:00Z,2024-06-07T00:00:00Z,Salón,2024-05-03T14:51:17Z
9639,completado,2,MINIONS,2024-06-20T19:30:00Z,2024-06-20T22:00:00Z,Salón,2024-05-03T22:21:48Z
9640,confirmado,15,15 años,2024-07-13T00:00:00Z,2024-07-12T08:00:00Z,Salón,2024-05-04T03:21:42Z
9642,completado,3,moana,2024-10-19T13:29:00Z,2024-10-19T03:00:00Z,SUM,2024-05-04T13:31:08Z
9643,confirmado,1,safari,2024-12-28T03:44:00Z,2024-12-28T03:00:00Z,Salón,2024-05-04T13:45:51Z
9644,confirmado,4,Toy Story,2024-07-29T20:00:00Z,2024-07-29T03:00:00Z,Salón,2024-05-04T13:51:37Z
9645,confirmado,1,Minnie safari,2024-06-30T16:30:00Z,2024-06-30T20:30:00Z,Casa,2024-05-04T16:00:31Z
9646,confirmado,1,Arcoíris COLOR PASTEL,2024-06-22T15:30:00Z,2024-06-22T20:30:00Z,Quinta,2024-05-04T19:11:30Z
9647,confirmado,6,Frozen,2024-06-25T20:00:00Z,2024-06-25T22:30:00Z,Salón,2024-05-05T03:59:38Z
9597,completado,1,safari,2024-06-08T16:00:00Z,2024-06-08T21:00:00Z,Salón,2024-05-05T18:24:02Z
9648,completado,1,Margaritas,2024-06-29T15:30:00Z,2024-06-29T03:00:00Z,SUM,2024-05-06T12:53:14Z
9651,completado,1,todo blanco,2024-07-06T17:00:00Z,2024-07-06T21:00:00Z,Salón,2024-05-06T13:18:26Z
9654,completado,1,"Colores pasteles, flor margarita",2024-08-11T15:00:00Z,2024-08-11T20:00:00Z,Salón,2024-05-06T14:47:44Z
9655,confirmado,1,mariposas,2024-06-30T15:30:00Z,2024-06-30T20:30:00Z,SUM,2024-05-06T16:11:06Z
9656,confirmado,6,unicornio,2024-05-25T19:30:00Z,2024-05-25T03:00:00Z,Casa,2024-05-06T16:17:16Z
9657,confirmado,0,Baby Shower,2024-09-07T19:30:00Z,2024-09-07T23:00:00Z,Casa,2024-05-06T20:51:52Z
9659,confirmado,0,DINOSAURIOS BEBES,2024-07-13T18:00:00Z,2024-07-13T03:00:00Z,SUM,2024-05-06T21:07:48Z
9660,confirmado,1,Abejita,2024-05-18T07:30:00Z,2024-05-18T11:30:00Z,Salón,2024-05-06T23:05:16Z
9671,completado,8,Stitch,2024-05-18T19:00:00Z,2024-05-18T21:45:00Z,Casa,2024-05-06T23:05:18Z
9672,confirmado,5,Bluey,2024-08-23T21:00:00Z,2024-08-24T00:00:00Z,Salón,2024-05-06T23:13:29Z
9673,confirmado,5,La casa de muñecas de Gaby,2024-10-18T21:00:00Z,2024-10-18T23:30:00Z,Salón,2024-05-07T02:15:28Z
9681,completado,2,grnaja rosa,2024-06-01T18:30:00Z,2024-06-01T21:00:00Z,Otro,2024-05-07T13:25:47Z
9682,confirmado,3,Bluey,2024-06-19T19:15:00Z,2024-06-19T21:30:00Z,SUM,2024-05-07T18:28:51Z
9683,confirmado,1,oso aviador,2024-07-06T16:00:00Z,2024-07-06T19:00:00Z,SUM,2024-05-07T19:11:10Z
9684,completado,2,Paw Patrol,2024-05-12T19:00:00Z,2024-05-12T21:30:00Z,Casa,2024-05-07T19:27:11Z
9685,confirmado,5,No se todavia,2024-10-18T08:00:00Z,2024-10-18T10:30:00Z,Salón,2024-05-08T01:27:45Z
9687,completado,3,Mickey y Minnie ,2024-06-08T20:00:00Z,2024-06-08T03:00:00Z,SUM,2024-05-08T13:33:24Z
9688,confirmado,1, SAFARI,2024-07-07T16:00:00Z,2024-07-07T03:00:00Z,SUM,2024-05-08T13:42:12Z
9689,confirmado,1,unicornio,2024-11-24T15:00:00Z,2024-11-24T03:00:00Z,Quinta,2024-05-08T13:44:56Z
9690,confirmado,1,ARCO IRIS UNICOR,2024-06-28T13:45:00Z,2024-06-28T03:00:00Z,Salón,2024-05-08T13:49:49Z
9686,confirmado,1,Paw Patrol,2024-06-08T16:00:00Z,2024-06-08T22:00:00Z,SUM,2024-05-08T17:25:15Z
9695,confirmado,5,Mario Bros,2024-07-06T18:30:00Z,2024-07-06T23:30:00Z,SUM,2024-05-08T18:17:30Z
9697,confirmado,1,"Animalitos de mar, principalmente cangrejitos en el mar",2024-06-16T15:30:00Z,2024-06-16T18:30:00Z,Salón,2024-05-08T22:59:30Z
9699,confirmado,5,Merlina,2024-06-29T16:00:00Z,2024-06-29T20:30:00Z,Casa,2024-05-09T00:42:32Z
9700,completado,8,No hay,2024-05-12T16:00:00Z,2024-05-12T22:00:00Z,Casa,2024-05-09T12:01:37Z
9701,confirmado,1,el principito ,2024-09-15T16:00:00Z,2024-09-15T03:00:00Z,Salón,2024-05-09T12:52:25Z
9702,confirmado,0,Merlina,2024-05-26T16:00:00Z,2024-05-26T19:00:00Z,Salón,2024-05-09T14:06:56Z
9705,confirmado,5,a bella y la bestia,2024-08-16T19:30:00Z,2024-08-16T03:00:00Z,Salón,2024-05-09T15:00:56Z
9703,confirmado,2,Minnie en color ROSA,2024-07-07T15:00:00Z,2024-07-07T21:00:00Z,SUM,2024-05-09T16:43:02Z
9698,confirmado,1,unicornio y arco iris - colores pasteles,2024-07-06T16:00:00Z,2024-07-06T22:00:00Z,Salón,2024-05-09T19:51:35Z
9707,confirmado,5,Países del mundo. Globo terraqueo. Planisferio,2024-08-17T17:00:00Z,2024-08-18T02:42:00Z,Casa,2024-05-09T23:47:08Z
9708,confirmado,1,Primer año,2024-07-09T16:30:00Z,2024-07-09T19:00:00Z,Salón,2024-05-10T03:15:48Z
9710,completado,9,BARBIE,2024-06-08T19:00:00Z,2024-06-08T21:30:00Z,Salón,2024-05-10T13:37:52Z
9594,confirmado,7,Película Encanto,2024-06-15T20:30:00Z,2024-06-15T23:00:00Z,Salón,2024-05-10T14:49:02Z
9712,confirmado,5,plants vs zombies,2024-07-07T17:30:00Z,2024-07-07T21:00:00Z,SUM,2024-05-10T17:20:40Z
9714,confirmado,0,Animales de la selva bebes,2024-08-24T15:30:00Z,2024-08-24T21:30:00Z,Salón,2024-05-10T18:58:50Z
9715,confirmado,2,Plim Plim,2024-07-13T15:00:00Z,2024-07-13T08:00:00Z,Salón,2024-05-11T01:49:23Z
9716,completado,1,Safari,2024-06-22T16:00:00Z,2024-06-22T20:00:00Z,Salón,2024-05-11T05:31:17Z
9717,confirmado,1,Bambi y amiguitos del bosque,2024-07-20T12:30:00Z,2024-07-20T21:30:00Z,Casa,2024-05-12T18:21:19Z
9718,confirmado,1,Bautismo,2024-06-09T16:00:00Z,2024-06-09T22:00:00Z,Quinta,2024-05-12T21:55:58Z
9720,confirmado,0,Bautismo y cumple,2024-07-20T15:00:00Z,2024-07-20T19:00:00Z,Salón,2024-05-13T13:11:37Z
9721,confirmado,4,paw patrol,2024-08-09T13:23:00Z,2024-08-09T03:00:00Z,Salón,2024-05-13T13:26:18Z
9722,confirmado,0,Fondo del mar,2024-07-07T14:00:00Z,2024-07-07T16:00:00Z,Salón,2024-05-13T13:28:10Z
9723,confirmado,4,Paw patrol,2024-06-01T19:45:00Z,2024-06-01T22:00:00Z,Salón,2024-05-13T13:36:12Z
9724,completado,2,pepa pig ,2024-05-19T15:00:00Z,2024-05-19T20:00:00Z,SUM,2024-05-13T13:42:52Z
9725,confirmado,4,pj mask,2024-07-16T19:30:00Z,2024-07-16T22:00:00Z,SUM,2024-05-13T13:45:05Z
9726,confirmado,4,FROZEN ,2024-07-14T18:30:00Z,2024-07-14T21:00:00Z,Salón,2024-05-13T13:48:49Z
9727,confirmado,2,La granja de Zenon,2024-06-20T16:00:00Z,2024-06-20T20:00:00Z,SUM,2024-05-13T14:04:23Z
9728,confirmado,5,Moana,2024-07-06T15:30:00Z,2024-07-06T18:00:00Z,Salón,2024-05-13T14:07:11Z
9729,completado,2,BOCA JUNIOR,2024-05-25T15:00:00Z,2024-05-25T20:00:00Z,SUM,2024-05-13T14:35:10Z
9742,confirmado,1,plim plim,2024-08-17T18:28:00Z,2024-08-17T03:00:00Z,Otro,2024-05-14T19:08:31Z
9743,confirmado,1,Koala,2024-08-18T15:00:00Z,2024-08-18T19:00:00Z,Salón,2024-05-14T20:05:19Z
9746,confirmado,5,Súper héroes,2024-06-01T18:05:00Z,2024-06-01T20:05:00Z,Casa,2024-05-14T20:07:50Z
9747,confirmado,1,HAWAII / LILO Y STICH,2024-10-05T20:23:00Z,2024-10-05T03:00:00Z,Casa,2024-05-14T20:25:09Z
9749,completado,1,safari,2024-06-15T20:25:00Z,2024-06-15T03:00:00Z,Casa,2024-05-14T20:27:36Z
9750,confirmado,2,safari,2024-05-25T18:00:00Z,2024-05-25T03:00:00Z,Casa,2024-05-14T21:15:15Z
9744,confirmado,6,Stich,2024-08-24T15:00:00Z,2024-08-24T18:00:00Z,Salón,2024-05-14T22:59:34Z
9763,confirmado,3,Autitos,2024-06-15T18:09:00Z,2024-06-15T21:00:00Z,SUM,2024-05-15T00:19:45Z
9764,confirmado,30,Plateado y Negro,2024-05-19T00:00:00Z,2024-05-18T03:00:00Z,Casa,2024-05-15T12:08:29Z
9765,confirmado,2,Burbujas,2024-06-15T15:00:00Z,2024-06-15T20:00:00Z,SUM,2024-05-15T13:39:33Z
9767,confirmado,1,Plim plim,2024-05-19T15:00:00Z,2024-05-19T18:00:00Z,Salón,2024-05-15T15:36:27Z
9766,confirmado,1,unicornio,2024-06-16T16:00:00Z,2024-06-16T19:00:00Z,Salón,2024-05-15T15:53:11Z
9768,completado,5,Frozen,2024-06-04T20:30:00Z,2024-06-04T23:30:00Z,Salón,2024-05-15T21:38:26Z
9771,confirmado,0,Safari (animales de la selva),2024-05-26T16:00:00Z,2024-05-26T19:00:00Z,Salón,2024-05-16T18:54:23Z
9773,completado,9,Dibu Martínez,2024-06-15T20:00:00Z,2024-06-15T03:00:00Z,Casa,2024-05-17T13:45:01Z
9774,confirmado,7,Avatar 4 elementos,2024-07-01T20:00:00Z,2024-07-01T22:30:00Z,Salón,2024-05-17T14:03:10Z
9775,confirmado,3,oveja Shaun ,2024-09-28T15:01:00Z,2024-09-28T03:00:00Z,Casa,2024-05-17T15:02:30Z
9778,confirmado,50,40 años,2024-12-01T00:00:00Z,2024-11-30T06:00:00Z,Salón,2024-05-19T19:46:21Z
9780,confirmado,5,iron man,2024-06-04T20:30:00Z,2024-06-04T23:00:00Z,Salón,2024-05-20T15:45:38Z
9781,completado,0,a granja de Zenón ,2024-06-09T15:30:00Z,2024-06-09T20:00:00Z,Casa,2024-05-20T17:11:00Z
9783,confirmado,1,Winnie the pooh,2024-06-23T18:00:00Z,2024-06-23T23:00:00Z,Casa,2024-05-20T17:51:48Z
9784,confirmado,5,Barbie,2024-07-14T18:00:00Z,2024-07-14T23:00:00Z,Casa,2024-05-20T17:54:08Z
9785,confirmado,2,Aviones,2024-10-05T15:00:00Z,2024-10-05T19:00:00Z,Quinta,2024-05-21T18:49:26Z
9787,completado,1,n/a,2024-07-06T15:00:00Z,2024-07-06T20:00:00Z,Casa,2024-05-21T19:20:28Z
9788,confirmado,5,Froze,2024-07-09T20:00:00Z,2024-07-09T22:30:00Z,Casa,2024-05-21T19:22:12Z
9786,confirmado,0,bautismo,2024-06-23T00:00:00Z,2024-06-22T03:00:00Z,Salón,2024-05-22T13:05:22Z
9789,confirmado,2,plim plim,2024-06-16T15:05:00Z,2024-06-16T21:00:00Z,Casa,2024-05-22T13:10:46Z
9790,completado,0,perros,2024-06-15T12:00:00Z,2024-06-15T03:00:00Z,Casa,2024-05-22T13:12:13Z
9792,confirmado,5,Sirenita,2024-06-08T18:45:00Z,2024-06-08T22:00:00Z,SUM,2024-05-22T15:14:23Z
9791,confirmado,30,shimmer con cartel LED (,2024-06-02T15:00:00Z,2024-06-02T20:00:00Z,SUM,2024-05-22T16:52:41Z
9793,confirmado,0,bautismo,2024-08-03T20:30:00Z,2024-08-03T03:00:00Z,SUM,2024-05-22T17:01:28Z
9794,completado,1,BebeFinn,2024-06-01T19:00:00Z,2024-06-01T22:30:00Z,Casa,2024-05-22T21:28:17Z
9796,confirmado,5,Frozen,2024-07-18T20:00:00Z,2024-07-18T23:00:00Z,Salón,2024-05-23T03:16:50Z
9797,completado,9,Colores Pastel,2024-06-23T17:00:00Z,2024-06-23T20:00:00Z,Salón,2024-05-23T13:19:45Z
9798,confirmado,8,Naturaleza,2024-08-17T16:00:00Z,2024-08-17T19:00:00Z,Salón,2024-05-23T13:27:55Z
9799,confirmado,1,Pokémon,2024-06-16T14:00:00Z,2024-06-16T03:00:00Z,SUM,2024-05-23T13:33:13Z
9803,confirmado,6,hombre arana,2024-06-04T20:00:00Z,2024-06-04T03:00:00Z,Salón,2024-05-23T16:51:08Z
9805,completado,1,"oso nordico, deco rustico",2024-07-13T15:30:00Z,2024-07-13T03:00:00Z,Quinta,2024-05-23T17:31:39Z
9806,confirmado,5,HARRY POTTER,2024-06-01T15:00:00Z,2024-06-01T20:00:00Z,SUM,2024-05-23T18:10:01Z
9807,confirmado,2,Pocoyo,2024-06-29T15:00:00Z,2024-06-29T17:30:00Z,Salón,2024-05-23T22:14:27Z
9808,confirmado,1,Mickey baby,2024-06-15T14:00:00Z,2024-06-15T06:00:00Z,Casa,2024-05-24T11:47:20Z
9811,confirmado,1,disney,2024-06-23T19:00:00Z,2024-06-23T03:00:00Z,Casa,2024-05-24T13:07:04Z
9809,confirmado,0,Ariel - Sirenita (a ,2024-06-23T14:00:00Z,2024-06-23T17:00:00Z,Salón,2024-05-24T13:35:40Z
9813,confirmado,5,La Sirenita,2024-08-10T20:00:00Z,2024-08-10T03:00:00Z,Salón,2024-05-24T13:44:03Z
9814,confirmado,7,Kung fu wa o chica kung fu,2024-06-28T21:00:00Z,2024-06-28T23:30:00Z,Salón,2024-05-24T14:37:39Z
9815,confirmado,3,Minnie y Mickey,2024-07-27T17:00:00Z,2024-07-28T01:00:00Z,SUM,2024-05-25T00:39:51Z
9834,confirmado,5,Súper heroes,2024-06-01T18:00:00Z,2024-06-01T21:00:00Z,Casa,2024-05-25T21:59:25Z
9835,confirmado,1,Minnie rosada,2024-11-30T22:00:00Z,2024-12-01T02:00:00Z,Salón,2024-05-26T01:23:04Z
9838,confirmado,5,a definir,2024-10-15T20:00:00Z,2024-10-16T00:00:00Z,Salón,2024-05-26T13:22:37Z
9840,confirmado,8,Tik tok,2024-08-03T21:00:00Z,2024-08-03T23:30:00Z,Salón,2024-05-26T14:29:17Z
9849,pendiente,0,,2024-05-27T13:49:58Z,,,2024-05-27T13:52:18Z
9850,confirmado,0,osos,2024-06-22T17:20:00Z,2024-06-22T03:00:00Z,SUM,2024-05-27T14:23:13Z
9851,confirmado,1,Campestre/chick,2024-10-19T23:00:00Z,2024-10-20T02:00:00Z,SUM,2024-05-27T19:43:58Z
9852,confirmado,6,VERA Y EL REINO ARCOIRIS,2024-09-14T16:00:00Z,2024-09-14T19:00:00Z,Salón,2024-05-27T22:49:32Z
9854,confirmado,20,shimmer,2024-08-25T01:08:00Z,2024-08-24T03:00:00Z,SUM,2024-05-28T14:12:28Z
9855,confirmado,1,Sin tematica. Colores pasteles. Info enviada por WhatsApp,2024-09-15T16:00:00Z,2024-09-15T20:00:00Z,Salón,2024-05-28T19:06:52Z
9857,pendiente,0,,2024-05-29T13:28:58Z,,,2024-05-29T13:30:20Z
9859,confirmado,1,Nubecitas ,2024-06-16T17:00:00Z,2024-06-16T03:00:00Z,Salón,2024-05-29T13:38:59Z
9860,completado,1,"Ciervita, colores pasteles",2024-06-21T19:00:00Z,2024-06-21T22:00:00Z,Casa,2024-05-29T13:41:20Z
9861,confirmado,5,Minnie roja y mickey,2024-07-27T18:00:00Z,2024-07-27T09:00:00Z,Salón,2024-05-29T19:14:25Z
9800,completado,2,frozen ,2024-08-26T21:00:00Z,2024-08-27T01:00:00Z,Salón,2024-05-30T13:56:43Z
9863,confirmado,5,star wars,2024-08-23T15:30:00Z,2024-08-23T18:30:00Z,Salón,2024-05-30T13:59:45Z
9865,confirmado,5,Gregorio ,2024-09-27T14:30:00Z,2024-09-27T03:00:00Z,Salón,2024-05-30T14:33:21Z
9864,confirmado,6,Kuromi,2024-08-03T18:00:00Z,2024-08-03T21:00:00Z,Casa,2024-05-30T15:14:12Z
9866,confirmado,1,margaritas/flores,2024-12-01T15:30:00Z,2024-12-01T03:00:00Z,SUM,2024-05-31T12:13:27Z
9862,confirmado,1,carpincho,2024-06-29T21:00:00Z,2024-06-29T03:00:00Z,Otro,2024-05-31T12:44:11Z
9858,confirmado,1, Sirenita bebe ,2024-12-22T21:00:00Z,2024-12-22T03:00:00Z,Casa,2024-05-31T12:45:05Z
9867,confirmado,2, La granja de Zenón,2024-07-28T16:00:00Z,2024-07-28T20:00:00Z,SUM,2024-05-31T12:52:14Z
9868,confirmado,8,Mario Bro,2024-10-19T03:00:00Z,2024-10-19T03:00:00Z,Salón,2024-05-31T12:57:12Z
9869,completado,2,confirmar,2024-06-23T15:00:00Z,2024-06-23T19:00:00Z,Casa,2024-05-31T13:04:30Z
9870,confirmado,1,BOSQUE ENCANTADO,2024-07-13T15:00:00Z,2024-07-13T21:00:00Z,SUM,2024-05-31T15:04:11Z
9871,completado,15,15,2024-06-16T16:00:00Z,2024-06-17T00:00:00Z,Casa,2024-05-31T15:07:01Z
9872,confirmado,5,Merlina,2024-07-04T20:30:00Z,2024-07-04T22:30:00Z,Salón,2024-05-31T15:11:48Z
9873,completado,3,Autitos,2024-06-15T18:00:00Z,2024-06-15T21:00:00Z,SUM,2024-05-31T22:44:39Z
9874,completado,5,My Little Pony ( personaje favorito Rainbow dash),2024-06-12T19:30:00Z,2024-06-12T22:15:00Z,Salón,2024-06-01T16:02:57Z
9877,confirmado,1,margaritas,2024-07-09T19:00:00Z,2024-07-09T03:00:00Z,Salón,2024-06-03T14:57:11Z
9878,confirmado,1,Margaritas,2024-06-23T19:00:00Z,2024-06-23T23:00:00Z,Salón,2024-06-03T15:35:36Z
9880,confirmado,5,Cenicienta,2024-07-30T19:45:00Z,2024-07-30T03:00:00Z,Salón,2024-06-03T15:58:36Z
9881,confirmado,7,comunio,2024-11-02T03:00:00Z,2024-11-02T03:00:00Z,Casa,2024-06-03T16:02:18Z
9882,confirmado,5,Frozen,2024-08-31T15:00:00Z,2024-08-31T03:00:00Z,SUM,2024-06-03T16:06:10Z
9883,confirmado,1,CARS,2024-09-22T13:31:00Z,2024-09-22T03:00:00Z,SUM,2024-06-04T13:53:51Z
9887,completado,1,perritos,2024-06-10T17:03:00Z,2024-06-10T03:00:00Z,SUM,2024-06-04T17:17:13Z
9885,confirmado,5,Disney,2024-07-18T20:30:00Z,2024-07-18T03:00:00Z,Salón,2024-06-04T17:43:44Z
9888,confirmado,3,A definir,2024-10-12T18:15:00Z,2024-10-12T22:30:00Z,Salón,2024-06-04T21:38:03Z
9890,confirmado,8,ondo shimmer,2024-06-29T14:30:00Z,2024-06-29T16:30:00Z,SUM,2024-06-05T13:49:39Z
9892,confirmado,5,superheroes,2024-07-14T19:00:00Z,2024-07-15T01:00:00Z,SUM,2024-06-05T15:52:02Z
9893,completado,3,Arcoiris pastel,2024-06-13T13:30:00Z,2024-06-13T20:30:00Z,Casa,2024-06-05T16:20:46Z
9884,confirmado,1,Bajo del mar,2024-11-03T13:00:00Z,2024-11-03T03:00:00Z,Quinta,2024-06-05T17:18:48Z
9891,completado,1,arcoiris,2024-06-08T16:00:00Z,2024-06-08T20:00:00Z,Salón,2024-06-06T14:23:23Z
9895,completado,4,Masha y el oso,2024-06-17T20:00:00Z,2024-06-17T23:00:00Z,Salón,2024-06-06T17:05:09Z
9896,confirmado,15,shimmer,2024-12-28T14:47:00Z,2024-12-28T03:00:00Z,Salón,2024-06-06T18:54:08Z
9900,confirmado,4,Temática Moana,2024-07-06T15:30:00Z,2024-07-06T03:00:00Z,Salón,2024-06-07T12:22:46Z
9901,confirmado,1,confirmar,2024-06-30T12:22:00Z,2024-06-30T03:00:00Z,SUM,2024-06-07T12:25:16Z
9894,confirmado,1,Jardin de mariposas,2024-07-13T14:00:00Z,2024-07-13T21:50:00Z,Quinta,2024-06-07T14:00:21Z
9889,confirmado,5,HELLO KITTY,2024-07-13T17:00:00Z,2024-07-13T03:00:00Z,SUM,2024-06-07T15:15:05Z
9903,confirmado,2,Granja,2024-07-06T16:00:00Z,2024-07-06T03:00:00Z,Casa,2024-06-07T15:21:01Z
9904,completado,1,animalitos del bosque,2024-07-28T16:00:00Z,2024-07-28T21:00:00Z,Salón,2024-06-07T16:02:54Z
9905,completado,2,Paw patrol ,2024-07-21T15:00:00Z,2024-07-21T03:00:00Z,SUM,2024-06-08T02:18:08Z
9965,confirmado,8,no aplica,2024-11-22T13:51:00Z,2024-11-22T03:00:00Z,Casa,2024-06-09T14:14:12Z
9987,completado,7,stich ,2024-06-30T16:00:00Z,2024-06-30T21:00:00Z,Casa,2024-06-09T15:53:18Z
9988,completado,7,Stitch - hawaiano,2024-06-28T19:20:00Z,2024-06-28T21:45:00Z,SUM,2024-06-10T11:57:32Z
9990,confirmado,5,Paw patrol,2024-07-14T15:00:00Z,2024-07-14T17:30:00Z,Salón,2024-06-10T13:07:37Z
9991,confirmado,0,Arcoiris,2024-07-06T14:00:00Z,2024-07-06T20:00:00Z,SUM,2024-06-10T14:56:20Z
9995,confirmado,1,Winnie the pooh,2024-06-23T18:00:00Z,2024-06-23T22:00:00Z,Casa,2024-06-10T22:41:14Z
9996,confirmado,6,Aviones,2024-07-09T21:00:00Z,2024-07-09T23:30:00Z,Salón,2024-06-11T12:49:27Z
9997,confirmado,1,bajó el mar,2024-07-14T15:30:00Z,2024-07-14T19:00:00Z,Salón,2024-06-11T14:05:50Z
9998,confirmado,8,Banderas/ Paises,2024-08-29T19:45:00Z,2024-08-29T22:00:00Z,Salón,2024-06-11T14:07:09Z
9999,completado,5,Construcción ,2024-07-17T18:30:00Z,2024-07-17T23:30:00Z,Casa,2024-06-11T14:23:36Z
10001,confirmado,3,frozen,2024-07-28T18:00:00Z,2024-07-28T21:00:00Z,Salón,2024-06-11T14:46:14Z
10002,confirmado,1,koala,2024-08-10T18:00:00Z,2024-08-10T23:00:00Z,Casa,2024-06-11T21:35:13Z
10005,completado,1,Osito nórdico,2024-07-13T16:00:00Z,2024-07-13T20:00:00Z,Quinta,2024-06-12T11:08:16Z
10004,confirmado,2,Conejita bailarina,2024-09-07T18:00:00Z,2024-09-07T22:00:00Z,SUM,2024-06-12T12:57:09Z
10007,confirmado,5,Simones perros ,2024-09-28T19:00:00Z,2024-09-28T23:00:00Z,Quinta,2024-06-12T13:38:48Z
9989,confirmado,5,La Sirenita,2024-10-27T16:30:00Z,2024-10-27T19:30:00Z,Salón,2024-06-12T13:46:09Z
10009,confirmado,1,Animales de la selva ,2024-06-30T16:00:00Z,2024-06-30T20:00:00Z,SUM,2024-06-13T00:02:53Z
10010,confirmado,1,Principito,2024-08-10T19:00:00Z,2024-08-10T23:00:00Z,SUM,2024-06-13T06:11:39Z
10011,confirmado,1,unicornios,2024-08-25T17:30:00Z,2024-08-25T03:00:00Z,Casa,2024-06-13T13:39:06Z
10012,confirmado,1,animales de la selva ,2024-08-10T14:00:00Z,2024-08-10T20:00:00Z,SUM,2024-06-13T14:12:43Z
10028,completado,6,AVIONES,2024-07-09T21:00:00Z,2024-07-09T23:30:00Z,Salón,2024-06-13T15:38:09Z
10031,confirmado,4,Frozen 2 - Elsa ,2024-07-29T19:30:00Z,2024-07-29T22:00:00Z,Salón,2024-06-13T15:50:06Z
10032,completado,6,Mickey y Minnie,2024-09-06T20:00:00Z,2024-09-06T03:00:00Z,SUM,2024-06-13T16:14:21Z
10008,confirmado,6,Safari,2024-07-13T16:00:00Z,2024-07-13T19:00:00Z,SUM,2024-06-13T19:02:50Z
10035,confirmado,1,Animales selva,2024-09-08T21:30:00Z,2024-09-08T03:00:00Z,Salón,2024-06-14T13:50:53Z
9985,confirmado,1,n?a,2024-08-10T14:00:00Z,2024-08-10T03:00:00Z,Casa,2024-06-14T14:01:08Z
10036,confirmado,2,MICKEY MOUSE,2024-07-27T18:00:00Z,2024-07-27T21:00:00Z,SUM,2024-06-15T14:06:20Z
